"age","gender","college.degree","degree.level","non.sandler.trained","sandler.trained","prior.Industry","current.job.sales.years","avg.percent.of.revenue.goal","AS1","AS2","AS3","AS4","AS5","AS6","AS7","AS8","AS9","AS10","SC1","SC2","SC3","SC4","SC5","SC6","SC7","SC8","SC9","SC10","AD1","AD2","AD3","AD4","AD5","AD6","AD7","AD8","AD9","AD10","DO1","DO2","DO3","DO4","DO5","DO6","DO7","DO8","DO9","DO10"
44,2,"y","Associates","yes","no","Building and Construction",4,"30%",4,5,5,4,4,4,1,2,1,1,4,4,3,4,4,3,2,2,2,1,4,4,5,5,2,2,2,3,2,1,5,4,4,3,3,3,4,5,3,2
44,2,"y","Bachelors","yes","no","Financial",6,"40%",4,4,4,4,4,4,2,2,2,2,4,4,2,4,2,2,2,2,2,2,4,4,3,3,4,2,2,2,2,2,3,3,4,4,4,3,3,3,4,3
44,2,"y","Masters","yes","no","Technology",9,"60%",4,4,4,4,4,4,4,4,2,2,4,3,2,3,3,3,2,2,3,3,3,4,4,4,3,2,2,4,2,3,3,3,2,2,2,3,3,3,2,2
45,1,"n","none","no","yes","Insurance",3,"20%",3,3,5,4,3,3,3,3,1,1,4,4,4,4,3,3,2,3,2,3,4,4,4,4,2,2,2,4,2,2,4,3,2,1,1,1,1,1,1,1
45,1,"n","Masters","no","yes","Technology",8,"60%",4,3,2,3,3,3,2,2,2,2,5,2,3,4,2,4,3,2,4,3,4,4,5,3,2,2,1,2,1,2,2,1,1,1,2,1,3,2,1,1
45,1,"n","none","no","yes","Insurance",3,"30%",2,4,3,2,2,4,3,2,5,2,2,2,4,3,1,4,4,4,4,4,3,3,4,4,3,3,2,4,3,2,1,1,4,1,2,4,3,2,1,1
45,1,"n","Masters","no","yes","Technology",5,"60%",3,1,1,2,2,1,3,4,4,1,3,2,2,3,2,3,4,3,4,2,4,4,3,3,3,3,3,3,3,3,4,3,2,1,3,2,4,4,1,2
45,1,"y","Bachelors","no","yes","Manufacturing",5,"50%",5,3,3,5,4,3,3,2,2,1,5,4,4,4,4,2,2,1,2,2,4,5,5,4,3,2,2,3,1,2,3,3,3,3,3,4,4,4,3,3
45,1,"y","Bachelors","no","yes","Retail",2,"20%",5,5,4,4,3,4,1,2,1,1,5,4,4,1,4,2,1,1,1,1,4,5,5,4,2,1,2,4,1,1,4,4,1,2,2,2,4,4,3,4
45,1,"y","Masters","no","yes","Technology",7,"60%",4,4,4,4,3,3,2,2,1,4,4,4,2,3,3,2,3,2,3,3,4,5,5,5,3,2,2,4,1,2,3,3,4,2,4,3,4,4,2,2
45,1,"y","Associates","no","yes","Marketing",3,"50%",5,4,3,4,5,5,1,1,1,1,5,5,5,5,5,2,1,1,3,1,5,5,5,5,1,1,1,1,1,2,2,1,2,1,2,1,4,4,1,1
45,1,"y","Bachelors","no","yes","Financial",6,"40%",4,4,4,3,3,4,2,2,3,2,3,4,4,4,3,3,3,3,2,2,3,2,2,3,2,2,4,2,2,3,4,3,4,4,1,1,4,4,3,2
45,1,"y","Bachelors","no","yes","Marketing",3,"60%",5,4,3,4,3,3,2,2,1,1,4,5,4,4,4,2,2,3,2,3,2,5,2,2,4,4,3,5,2,2,5,5,5,4,4,4,5,5,5,5
45,1,"y","Masters","no","yes","Consulting",3,"20%",4,4,2,5,2,4,4,4,2,1,4,2,2,4,5,2,2,2,4,5,4,4,4,2,5,4,4,4,2,4,4,4,4,4,4,4,4,4,2,4
45,1,"y","Associates","no","yes","Sales",2,"10%",5,5,5,5,5,5,1,2,1,1,5,5,3,5,5,2,1,1,1,1,4,5,5,5,2,2,2,1,1,1,5,5,4,4,4,4,4,4,5,5
45,1,"y","Bachelors","no","yes","Manufacturing",5,"50%",4,4,3,4,4,4,2,2,1,5,3,3,4,4,4,2,2,2,2,2,4,5,5,4,2,2,2,3,2,2,4,4,3,3,2,2,4,4,3,3
45,1,"y","Bachelors","no","yes","Manufacturing",5,"50%",5,5,5,5,4,5,1,2,1,1,4,4,4,4,5,1,1,2,1,2,4,4,5,4,2,2,2,2,1,1,5,5,4,4,4,3,4,4,5,5
45,2,"n","none","no","yes","Sales",14,"40%",4,2,1,3,2,2,4,4,4,4,2,2,2,4,2,4,4,4,4,2,3,4,4,3,4,4,4,4,2,4,2,2,4,2,4,3,4,4,2,2
45,2,"n","none","no","yes","Call Center",3,"30%",4,4,5,4,3,5,1,1,1,1,4,3,4,4,4,3,2,2,3,2,4,5,4,4,2,1,1,1,1,1,4,3,2,2,3,1,3,3,3,3
45,2,"n","none","no","yes","Customer  Service",2,"20%",4,3,3,3,3,3,3,2,1,1,4,4,3,4,3,1,3,3,2,2,4,5,5,5,3,3,2,3,1,2,4,4,4,3,4,3,4,4,3,2
45,2,"n","none","no","yes","Sales",12,"30%",4,5,4,3,4,4,2,3,1,1,4,3,3,3,4,4,3,2,4,2,3,3,2,2,2,2,2,4,3,2,1,2,4,3,4,4,4,3,3,2
45,2,"y","Bachelors","yes","yes","Restaurant",4,"40%",5,4,3,3,4,1,2,4,4,2,5,4,4,4,4,1,1,2,2,2,4,5,5,4,3,3,4,2,5,2,4,4,3,2,3,2,3,2,2,2
45,2,"y","Masters","yes","no","Tech  Sales",12,"10%",4,4,2,4,3,3,4,2,5,1,4,2,2,4,4,4,2,2,4,2,4,4,4,4,2,2,2,2,2,2,2,2,2,2,2,2,4,4,2,2
45,2,"y","Associates","no","yes","Sales",12,"20%",2,4,2,4,1,3,4,2,1,1,4,3,2,2,4,2,1,2,4,2,2,4,4,4,4,4,4,4,2,4,5,5,4,2,4,2,3,3,2,2
45,2,"y","Associates","no","yes","Retail",2,"20%",4,4,4,4,3,3,2,3,2,2,4,4,4,4,4,2,3,2,3,2,3,4,4,3,3,2,2,3,2,3,3,2,4,3,4,3,4,3,2,4
45,2,"y","Bachelors","no","no","Restaurant",6,"10%",3,4,4,3,4,4,2,3,2,2,3,3,3,3,3,3,3,4,3,2,3,3,3,3,4,4,3,3,1,4,3,3,3,3,4,4,2,3,3,3
45,2,"y","Bachelors","yes","no","Insurance",3,"50%",2,4,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,3,2,4,4,4,4
45,2,"y","Bachelors","no","no","Tech  Sales",12,"10%",5,4,4,4,4,4,3,3,1,1,5,2,4,5,4,3,2,2,3,2,3,4,2,4,3,3,3,3,2,2,3,2,3,2,3,2,3,3,3,3
45,2,"y","Masters","no","yes","Construction",12,"30%",3,2,4,4,4,4,3,2,2,1,5,4,2,2,4,2,2,2,2,2,2,5,5,5,2,2,2,2,2,2,2,2,4,3,4,2,2,2,4,4
46,1,"n","none","no","yes","Other",3,"29%",4,3,3,3,3,3,3,3,2,5,3,3,4,4,3,3,2,3,4,2,3,5,5,5,2,2,2,2,2,2,3,3,2,2,3,2,4,4,1,1
46,1,"n","none","no","yes","Building ",11,"10%",4,4,4,5,4,4,4,2,1,1,3,2,3,3,4,4,2,2,5,2,3,3,4,3,3,2,1,3,4,1,4,2,2,3,3,2,4,4,3,4
46,1,"n","none","no","yes","Building and Construction",2,"30%",4,4,4,4,4,4,2,3,2,5,5,5,5,5,4,4,2,2,2,5,5,4,4,4,4,3,2,4,2,3,4,4,4,4,4,3,2,2,2,4
46,1,"n","none","no","yes","Insurance",3,"50%",4,4,4,4,4,4,2,3,4,2,2,4,1,3,2,2,2,4,5,4,4,5,5,4,4,2,2,3,2,2,4,4,3,4,4,3,4,4,3,3
46,1,"n","none","no","yes","Government",6,"50%",4,4,4,4,4,4,4,3,2,2,4,3,2,4,3,3,4,3,3,2,4,4,4,4,3,2,2,4,2,2,4,4,4,3,3,3,3,4,3,4
46,1,"n","none","no","yes","Other",3,"30%",1,4,4,1,5,5,2,2,1,5,1,2,3,1,1,3,4,5,2,1,4,4,5,2,5,4,2,5,5,4,4,4,4,4,4,3,5,5,5,4
46,1,"y","Bachelors","no","yes","Manufacturing",5,"50%",4,4,4,4,3,4,2,2,1,1,4,4,4,4,4,2,1,2,2,1,4,5,5,5,4,3,3,4,3,5,5,5,5,5,3,4,4,5,4,4
46,2,"n","none","no","yes","Building and Construction",2,"20%",4,3,3,4,3,3,3,3,1,1,3,3,1,4,3,3,2,3,4,3,4,5,3,3,3,3,3,3,1,3,1,1,3,3,3,2,4,3,3,2
46,2,"n","none","no","yes","Sales",7,"10%",3,2,3,2,4,4,4,4,3,3,2,2,4,3,3,4,4,2,4,4,2,5,5,5,2,4,4,4,2,2,4,3,2,2,3,2,3,2,2,2
46,2,"n","Bachelors","no","no","Teacher",5,"40%",4,4,3,4,3,4,2,1,1,1,5,2,4,4,3,4,2,2,4,1,5,5,5,5,2,2,2,2,2,3,2,2,4,2,4,2,4,4,2,3
46,2,"y","Associates","yes","no","Banking",4,"20%",4,5,4,3,4,3,2,2,1,1,5,2,2,4,3,2,1,1,1,1,3,4,4,2,4,3,3,4,1,2,2,1,4,2,2,2,2,4,1,1
46,2,"y","Bachelors","no","no","Health Care",2,"10%",4,4,4,4,4,4,3,4,2,1,4,3,2,4,4,2,2,2,2,2,3,3,4,4,3,3,3,4,3,3,4,4,3,3,4,2,4,4,3,2
46,2,"y","Bachelors","yes","no","Tech Sales",11,"10%",4,4,4,4,3,4,3,2,1,2,4,4,4,4,4,2,2,2,2,1,3,4,5,4,3,2,2,2,1,2,4,4,3,2,2,2,3,3,3,3
46,2,"y","Masters","yes","no","Technology",5,"40%",4,5,4,5,4,4,2,3,1,1,1,2,4,4,4,4,2,2,4,2,5,5,4,5,2,3,2,3,2,2,4,4,2,2,2,2,3,4,3,4
47,1,"n","none","no","yes","Government",5,"30%",3,3,3,4,3,3,3,2,2,2,3,3,3,3,4,3,2,3,3,2,2,4,5,5,3,3,2,4,3,2,3,3,4,4,4,3,3,4,2,3
47,1,"y","Masters","no","yes","Banking",4,"20%",1,1,1,1,3,1,4,3,4,2,1,1,2,3,1,5,5,4,5,4,2,4,5,4,3,5,4,4,2,4,1,1,3,1,1,1,3,2,1,1
47,1,"y","Bachelors","no","yes","Consulting",3,"20%",4,4,4,4,3,3,3,2,2,3,4,3,3,4,4,3,2,3,3,3,4,4,4,3,4,4,3,4,1,3,3,3,5,4,4,3,4,4,3,4
47,1,"y","Associates","no","yes","Financial",6,"40%",4,2,2,4,2,2,3,2,4,1,3,2,1,3,2,4,3,3,4,2,5,5,5,5,2,1,2,1,1,1,1,2,3,3,2,4,4,5,1,1
47,2,"n","none","no","yes","Sales",7,"40%",4,3,2,2,4,4,4,3,4,3,2,2,2,4,2,4,3,4,4,2,4,4,4,3,4,4,4,4,2,4,2,2,2,2,2,2,2,2,2,2
47,2,"n","none","no","yes","Sales",8,"40%",5,4,4,4,5,4,2,2,2,1,4,4,4,5,4,2,2,1,3,2,4,5,5,4,2,2,2,2,1,1,3,2,3,2,2,3,4,4,3,2
47,2,"n","none","yes","yes","Nurse",8,"40%",4,3,4,4,3,4,3,2,2,2,5,4,3,4,4,2,2,5,2,5,3,5,5,4,2,2,2,3,2,2,3,3,3,3,3,3,3,3,3,2
47,2,"n","none","no","no","Sales",12,"60%",5,4,3,5,5,3,2,3,2,1,5,4,4,4,4,1,2,3,2,1,4,5,3,5,1,3,1,1,1,2,1,1,4,1,4,2,5,3,5,1
47,2,"n","none","no","no","Sales",12,"20%",4,5,4,4,5,4,2,4,1,1,5,3,2,4,4,3,2,2,4,2,5,5,5,5,3,2,1,3,2,2,4,4,2,2,3,2,2,4,2,1
47,2,"y","Masters","no","yes","Sales",11,"40%",4,3,3,4,4,4,3,1,2,2,4,4,4,4,3,2,2,2,2,2,4,4,4,4,2,2,2,3,5,2,4,4,3,3,3,3,3,4,3,4
47,2,"y","Bachelors","no","no","Sales",14,"30%",5,5,5,5,5,5,1,1,1,1,5,5,5,5,5,1,1,1,1,1,3,5,5,5,1,1,1,1,1,1,5,5,4,4,4,4,5,5,4,1
48,1,"n","none","no","yes","Financial",5,"60%",4,4,4,4,2,3,3,3,1,1,2,1,2,4,4,5,2,4,5,1,5,3,4,5,2,3,3,2,4,2,4,4,2,2,2,2,2,2,2,3
48,1,"n","none","no","yes","Other",3,"30%",5,4,2,5,3,4,2,1,1,1,5,5,5,5,3,2,1,1,4,2,5,5,5,5,1,1,1,1,1,2,2,1,1,3,4,1,5,5,1,4
48,1,"n","none","no","yes","Other",7,"40%",4,4,2,4,2,2,4,4,1,1,4,3,4,3,3,3,2,2,3,4,4,4,4,4,2,2,2,3,2,2,3,2,2,2,2,2,2,2,2,2
48,1,"n","none","no","yes","Non-Profit",3,"20%",3,5,5,5,4,4,2,4,1,1,5,4,5,5,5,3,1,2,2,1,4,5,5,5,2,2,2,3,3,4,5,4,2,2,1,4,3,4,2,1
48,1,"n","none","no","yes","Other",5,"40%",5,5,4,4,4,3,4,4,4,5,5,3,5,5,5,3,2,1,3,1,5,3,3,5,1,3,3,4,3,2,5,5,5,5,5,4,3,4,4,5
48,1,"n","none","no","yes","Financial",5,"60%",3,4,3,4,3,3,3,3,2,1,4,3,3,3,4,3,2,3,2,2,3,4,4,4,2,2,2,4,3,3,4,4,4,4,4,3,4,4,3,3
48,1,"n","none","no","yes","Non-Profit",2,"10%",4,3,3,5,3,4,3,3,1,2,5,4,4,5,4,1,1,1,3,2,4,5,5,5,2,3,2,4,1,4,4,4,3,2,2,4,3,3,2,2
48,1,"y","Bachelors","no","yes","Consulting",4,"20%",5,4,4,4,4,3,3,3,2,1,5,4,5,5,4,2,2,1,2,1,5,5,5,5,2,2,1,2,1,3,2,2,4,3,3,4,5,4,3,3
48,1,"y","Bachelors","no","yes","Insurance",4,"50%",2,5,5,4,4,4,2,2,4,1,5,2,3,2,4,2,2,1,4,1,5,5,5,5,2,2,1,4,1,2,4,3,3,2,2,4,4,4,3,2
48,1,"y","Bachelors","no","yes","Insurance",4,"50%",5,4,2,1,5,3,2,2,1,5,5,4,3,4,4,1,4,2,3,1,5,5,5,5,2,2,2,3,2,2,2,2,4,4,4,2,5,5,5,1
48,1,"y","Masters","no","yes","Manufacturing",5,"60%",3,3,2,4,2,2,4,2,4,2,3,3,2,3,3,2,2,3,2,2,2,4,4,3,2,2,2,2,1,2,1,2,4,2,2,2,4,4,2,2
48,1,"y","Bachelors","no","yes","Financial",5,"60%",5,4,3,4,4,4,2,3,1,1,5,5,5,5,4,1,2,1,2,2,4,4,4,4,3,3,2,4,2,2,4,4,3,2,4,2,3,2,3,3
48,2,"y","Bachelors","no","yes","Sales",2,"10%",4,2,3,3,4,3,3,4,1,1,4,3,4,4,4,3,2,2,4,2,4,4,4,4,2,2,2,2,1,2,3,3,3,1,4,2,4,5,3,2
48,2,"y","Associates","no","yes","Sales",2,"10%",4,2,2,2,2,3,3,3,2,1,2,1,1,4,2,4,3,4,4,3,4,2,4,3,3,3,3,4,1,2,3,3,2,2,3,1,2,2,1,1
49,1,"n","none","no","yes","Manufacturing",5,"50%",2,3,4,2,4,4,3,3,1,2,2,1,3,3,2,5,3,4,4,2,2,4,5,4,2,2,2,2,2,2,4,4,4,1,3,2,2,4,2,2
49,1,"n","none","no","yes","Insurance",4,"50%",4,3,2,3,3,3,4,3,3,4,4,4,4,4,4,2,2,2,2,2,4,4,5,5,4,3,2,4,2,2,2,2,4,4,4,3,4,4,3,2
49,1,"n","Bachelors","no","yes","Financial",4,"60%",4,5,4,5,2,4,3,3,4,2,3,4,3,4,4,2,2,3,3,3,3,4,3,3,2,2,4,3,3,2,2,4,4,4,4,2,2,2,2,3
49,1,"n","Masters","no","yes","Technology",7,"70%",4,4,4,3,3,3,2,2,2,2,3,3,3,4,3,3,2,2,3,2,4,5,5,4,1,1,1,1,1,1,2,2,2,3,3,2,4,4,1,2
49,1,"n","none","no","yes","Insurance",4,"50%",3,4,3,4,4,4,1,4,1,1,3,2,2,3,3,5,2,3,4,2,3,4,4,4,2,2,2,3,3,2,4,2,2,1,2,2,3,3,2,1
49,1,"y","Bachelors","no","yes","Sales",12,"10%",4,3,3,4,4,3,4,3,4,2,2,2,3,4,3,4,4,4,4,4,3,4,2,3,4,3,3,4,3,4,3,3,3,2,3,2,4,4,2,2
49,1,"y","Bachelors","no","yes","Technology",6,"60%",5,5,5,5,5,5,1,2,1,1,5,4,5,4,3,1,3,3,1,1,5,4,4,3,2,2,1,1,1,1,5,5,4,1,5,5,5,5,3,2
49,1,"y","Bachelors","no","yes","Technology",6,"60%",5,4,4,5,5,1,2,1,1,1,4,4,4,4,5,2,1,1,3,2,4,4,5,5,2,1,1,1,1,2,3,3,3,4,4,4,4,4,2,2
49,1,"y","Bachelors","no","yes","Training",12,"70%",5,5,4,4,4,4,2,2,1,1,3,5,5,5,4,2,2,3,2,2,4,4,5,5,3,3,2,3,3,4,5,5,5,4,5,5,5,5,5,4
49,1,"y","Masters","no","yes","Consulting",4,"20%",3,1,3,4,3,2,3,3,4,2,2,2,2,2,2,4,4,4,4,2,3,4,4,2,4,2,2,3,2,2,1,1,4,3,3,2,4,4,3,3
49,1,"y","Masters","no","yes","High Tech Sales",12,"40%",2,2,2,3,3,3,4,4,3,1,3,2,2,2,2,4,3,4,4,3,4,5,5,4,3,2,2,3,1,3,1,1,1,1,2,1,4,4,2,2
49,1,"y","Bachelors","no","yes","Sales",10,"30%",5,4,4,4,5,5,1,1,2,1,5,5,4,4,4,2,2,1,2,1,5,4,4,4,2,1,2,2,1,2,5,4,3,3,4,2,3,4,2,4
49,2,"n","none","yes","no","Insurance",4,"50%",2,2,3,3,3,3,3,2,1,1,2,3,2,2,2,4,4,4,4,3,3,3,4,4,2,2,2,2,2,2,4,4,3,3,2,2,3,3,2,2
49,2,"n","none","no","yes","Building and Construction",8,"20%",5,5,5,5,5,5,1,1,1,1,5,4,5,5,5,2,1,2,1,1,5,5,5,5,1,2,2,4,1,2,5,5,5,5,5,5,5,5,5,5
49,2,"n","Masters","no","yes","Financial",4,"60%",3,4,3,4,2,3,4,3,3,1,5,4,2,4,3,4,2,2,4,2,5,5,5,5,3,3,2,2,2,3,1,1,1,2,3,1,2,3,2,1
49,2,"n","Bachelors","no","no","Technology",6,"50%",4,4,3,5,4,4,3,2,2,1,4,5,5,4,5,1,1,1,2,2,5,5,5,4,3,2,2,3,1,3,4,4,3,4,4,5,3,4,4,3
49,2,"n","none","yes","no","Insurance",4,"50%",5,4,4,4,3,4,2,2,1,3,4,3,2,5,4,3,2,2,2,1,4,4,5,3,4,4,4,3,2,2,3,3,4,3,4,4,4,4,3,4
49,2,"y","Bachelors","no","yes","Sales",10,"30%",4,3,4,4,3,2,3,3,4,3,4,4,2,4,4,3,2,2,4,3,2,4,4,3,4,4,4,4,3,4,4,4,3,2,3,2,3,3,2,2
49,2,"y","Bachelors","no","no","Sales",10,"40%",5,5,5,4,5,5,2,4,1,1,5,4,2,5,4,1,1,1,1,1,5,5,5,5,2,2,2,1,1,1,4,5,4,2,1,4,3,3,2,3
49,2,"y","Bachelors","no","no","Sales",14,"40%",2,2,2,2,2,2,2,2,3,4,3,1,1,2,2,4,3,3,4,3,3,4,3,2,4,4,3,4,3,4,1,1,3,2,3,2,3,4,2,2
49,2,"y","Bachelors","no","no","Training",11,"60%",4,5,3,5,4,4,2,2,1,2,4,5,5,5,4,2,1,3,2,1,4,5,5,5,2,1,1,4,2,4,4,4,2,2,4,2,2,4,4,4
50,1,"n","none","no","yes","Consulting",3,"20%",4,4,3,4,4,4,3,3,3,2,2,2,2,4,2,4,4,4,3,1,4,1,2,2,4,4,4,5,3,5,3,4,5,5,5,4,5,5,5,5
50,1,"n","none","no","yes","Sales",14,"40%",5,4,3,3,3,3,3,3,2,2,4,3,3,1,3,3,2,2,2,2,4,4,5,4,3,3,3,3,2,2,3,3,1,3,3,3,3,3,3,2
50,1,"y","Bachelors","no","yes","Training",7,"40%",4,4,4,4,4,4,2,2,1,1,4,2,5,4,4,2,2,1,2,2,4,5,5,5,4,1,1,2,1,2,4,4,2,2,4,3,4,4,2,1
50,1,"y","Bachelors","no","yes","Insurance",4,"50%",4,3,3,4,4,4,4,3,2,1,3,2,2,4,4,4,2,3,4,3,4,4,5,5,4,4,3,5,1,4,3,3,3,4,4,2,3,4,3,2
50,1,"y","Bachelors","no","yes","Technology",9,"60%",5,3,3,5,3,3,4,4,3,4,1,1,1,5,2,5,4,5,5,4,2,4,4,3,4,4,4,4,4,4,1,1,2,2,2,2,5,4,3,2
50,2,"n","none","yes","no","Insurance",4,"40%",5,5,4,5,4,5,3,3,1,1,4,4,4,5,5,3,1,3,3,1,5,5,5,5,2,2,2,3,1,2,4,4,4,4,4,4,4,5,3,4
50,2,"n","none","no","no","High Tech Sales",12,"30%",4,3,5,3,2,4,3,3,2,2,4,4,4,4,3,1,1,1,1,1,3,5,5,4,3,1,1,1,1,3,3,1,4,4,3,3,2,2,2,1
50,2,"n","none","no","no","Building and Construction",7,"30%",4,3,4,4,4,4,3,2,3,2,4,3,2,4,4,3,2,1,4,2,4,5,5,5,2,1,1,2,1,1,2,2,1,1,2,1,4,4,2,2
50,2,"n","Masters","yes","yes","Sales",14,"60%",4,5,5,5,4,4,3,3,5,2,4,4,4,4,3,2,2,3,3,1,5,4,5,4,4,2,1,2,1,3,3,3,4,3,3,3,3,4,2,4
50,2,"n","none","no","yes","Restaurant",6,"10%",5,5,4,5,5,5,3,3,1,1,4,4,5,5,5,1,1,2,2,1,5,5,5,5,2,2,2,2,2,2,4,4,4,3,2,2,4,3,2,2
50,2,"n","Masters","no","yes","Sales",14,"60%",4,4,4,5,4,4,2,2,1,1,4,1,2,4,4,5,1,1,4,2,5,5,5,5,2,1,1,2,2,2,2,2,5,2,2,2,4,4,2,1
50,2,"n","Bachelors","no","yes","Sales",14,"80%",4,4,3,4,3,5,2,2,3,1,5,4,2,4,4,1,1,1,1,2,5,5,5,5,1,1,1,1,1,1,4,5,2,3,1,3,4,4,2,2
50,2,"n","none","no","yes","Sales",14,"80%",4,4,3,4,3,3,3,3,2,1,5,4,4,4,5,2,2,1,2,1,5,5,5,5,2,1,1,2,2,2,4,4,4,2,2,3,4,4,2,2
50,2,"n","none","no","yes","Sales",14,"70%",4,4,5,3,1,4,2,3,3,4,4,4,3,4,4,2,3,3,3,1,4,2,5,3,4,5,3,4,2,4,2,3,4,4,4,4,3,3,2,2
50,2,"y","Masters","no","yes","Technology",9,"60%",4,3,3,4,3,4,2,2,3,2,2,1,4,4,3,2,2,4,4,2,3,4,4,4,3,3,3,4,2,2,4,4,3,3,3,3,4,3,3,3
50,2,"y","Masters","yes","yes","Training",7,"40%",4,4,3,2,3,4,3,2,1,1,4,3,2,4,2,2,2,2,2,1,4,5,4,4,4,4,3,3,1,2,4,4,4,3,2,4,4,5,3,3
50,2,"y","Masters","no","no","Sales",14,"70%",5,5,5,4,5,5,2,2,1,1,3,2,5,5,3,1,3,3,4,2,5,5,5,5,2,1,1,4,1,2,4,4,5,5,4,4,4,4,3,3
51,1,"y","Bachelors","no","yes","Manufacturing",3,"50%",3,4,3,3,3,4,3,3,5,3,2,2,3,3,3,4,2,4,4,2,5,5,5,5,3,2,2,4,2,3,4,4,4,3,3,3,3,4,3,2
51,1,"y","Bachelors","no","yes","Other",7,"40%",4,5,4,4,4,4,2,3,1,1,3,4,4,4,4,2,2,3,4,2,3,2,2,4,4,3,3,4,3,2,5,5,3,4,3,4,3,2,3,4
51,1,"y","Bachelors","no","yes","Government",4,"30%",4,5,4,4,4,5,1,3,1,1,4,4,4,4,3,2,2,1,4,2,5,5,5,5,2,2,2,3,2,3,3,3,3,4,2,2,4,4,3,2
51,2,"n","none","no","yes","Sales",20,"70%",5,4,4,4,4,3,2,5,3,4,3,4,3,5,3,4,2,3,4,2,4,5,5,5,4,2,1,3,1,4,2,3,3,2,3,2,4,3,1,3
51,2,"n","none","no","yes","Sales",20,"70%",5,4,4,4,4,4,2,2,2,1,4,4,2,5,2,2,2,2,4,2,4,4,4,4,2,2,2,4,4,2,3,2,2,2,4,2,2,2,2,2
51,2,"y","Bachelors","no","yes","Sales",20,"70%",3,4,3,3,2,3,1,1,1,3,3,2,1,1,2,4,2,5,5,3,2,2,2,3,3,4,1,4,3,4,5,4,2,2,2,2,1,2,2,2
52,1,"n","none","no","yes","Non-Profit",2,"10%",5,4,4,5,3,3,2,2,1,1,4,4,5,5,4,3,1,2,2,1,4,4,4,4,3,3,2,2,2,2,4,3,3,3,3,4,4,5,2,3
52,1,"n","none","yes","yes","Financial",3,"40%",4,5,4,4,3,4,2,2,1,1,5,3,4,4,5,3,1,1,3,5,4,4,4,4,3,1,1,1,2,3,4,4,3,3,3,3,4,4,2,1
52,1,"n","none","yes","yes","Insurance",4,"50%",5,5,4,5,4,4,2,2,1,2,5,5,3,4,3,2,2,2,2,1,3,5,5,5,2,2,1,1,1,1,5,5,4,3,4,3,4,5,4,2
52,1,"n","none","no","yes","Pilot",7,"60%",3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
52,1,"y","Masters","no","yes","Consulting",3,"40%",5,5,5,5,4,5,1,3,3,5,4,4,5,5,5,1,1,1,3,2,5,5,5,5,1,1,1,5,3,3,3,4,3,3,3,4,4,4,1,1
52,2,"n","none","no","yes","Nurse",12,"50%",4,4,4,4,4,3,2,1,2,1,2,3,5,4,4,3,2,4,3,2,4,5,5,5,2,2,2,2,2,2,4,4,4,3,4,3,5,5,4,4
52,2,"n","Bachelors","yes","no","Other",6,"40%",4,4,4,4,4,4,2,3,1,2,4,4,3,4,4,2,2,2,3,2,4,5,5,4,3,2,1,2,1,2,4,4,2,2,3,2,4,4,2,4
52,2,"n","Bachelors","yes","yes","Restaurant",5,"20%",4,4,4,3,3,3,1,2,2,2,5,2,4,4,4,4,2,1,4,2,4,4,4,3,2,2,2,2,2,1,3,2,3,1,3,2,2,2,1,1
52,2,"n","Bachelors","yes","no","Retail",2,"10%",4,5,4,3,4,3,3,2,2,3,3,2,3,3,3,4,3,3,4,3,5,5,3,3,2,3,3,4,2,3,2,2,2,2,2,2,3,3,2,1
52,2,"n","Masters","no","yes","Technology",8,"60%",5,4,4,5,3,4,2,3,1,1,4,2,3,4,5,3,5,1,4,1,3,4,4,3,4,3,3,4,2,2,3,1,1,3,2,1,3,4,3,5
52,2,"n","none","no","no","Sales",20,"70%",5,3,3,4,4,1,4,4,4,5,4,5,1,5,4,3,2,2,5,1,5,5,5,5,2,1,1,2,4,5,4,4,1,1,2,1,2,4,1,4
52,2,"n","none","no","no","Sales",24,"50%",4,3,2,3,2,3,4,3,2,2,4,4,4,4,3,3,2,2,4,3,2,4,4,4,3,3,4,4,3,3,2,2,2,2,2,2,2,2,2,2
52,2,"n","none","no","no","Sales",24,"50%",4,3,2,4,3,2,2,1,2,2,4,1,1,4,3,5,2,2,4,1,4,5,5,5,2,1,1,2,1,1,3,1,4,3,4,2,4,4,3,2
52,2,"y","Bachelors","yes","no","Technology",8,"60%",4,2,2,3,2,2,3,3,2,2,4,2,2,4,3,4,2,2,3,2,2,4,5,4,4,5,3,4,4,3,2,2,2,2,3,3,3,3,1,1
52,2,"y","Bachelors","yes","no","Training",9,"40%",4,4,4,4,3,5,1,2,1,1,5,4,4,4,3,1,2,1,2,2,5,5,5,5,1,1,1,1,1,1,5,5,2,3,1,2,5,5,2,2
52,2,"y","Bachelors","yes","no","Consulting",4,"40%",3,4,3,3,5,5,1,3,1,1,4,3,3,2,2,4,2,4,4,4,3,4,4,4,3,3,2,4,1,4,5,5,2,2,2,2,4,4,1,2
53,1,"n","none","no","yes","Other",9,"40%",5,5,4,5,4,4,1,1,1,1,5,5,5,5,5,1,5,2,1,1,3,5,5,5,2,2,2,4,1,2,5,4,3,2,4,2,4,4,2,2
